code,Variable,Frequency,Units,Source,cumulative,sa,transformation,url,download_group,Block1-Global,Block2-TradeGoodsVal,Block3-TradeGoodsVol,Block4-Freight,Block5-TradeServices,Block6-EconomicAct,Block7-Soft,Block8-Developed,Block9-Developing,x_world,x_world_block_1,x_vol_world2,x_vol_world2_block_1,x_servs_world,x_servs_world_block_1,x_world_p,x_vol_world2_p,x_servs_world_p
transit_pa_canal,Oceangoing transit through Panama Canal,Monthly,number of ships,PA Canal,n,n,growthr,https://www.pancanal.com/common/maritime/advisories/,57,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2
transit_suez_canal,Net tonnage transiting through Suez Canal,Monthly,1000 tonnes,Suez Canal,n,n,growthr,https://www.suezcanal.gov.eg/English/Downloads/DownloadsDocLibrary/Navigation Reports/Monthly Reports/,58,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2
air_freight_mem,"Total air freight, Memphis airport",Monthly,kg,MEM,n,n,growthr,https://www.flymemphis.com/Areas/Admin/Images/Upload_2020055092924.pdf,59,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2
container_exports_la,"Container throughput total, Los Angeles port",Monthly,TEUs,LA Port,n,n,growthr,https://www.portoflosangeles.org/business/statistics/container-statistics/historical-teu-statistics-,60,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2
container_total_la,"Container throughput exports, Los Angeles port",Monthly,TEUs,LA Port,n,n,growthr,https://www.portoflosangeles.org/business/statistics/container-statistics/historical-teu-statistics-,60,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2
x_servs_world,"Exports of services, world",Quarterly,million US$,UNCTAD,n,n,growthr,manual,61,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,2
x_servs_in,"Exports of services, India",Monthly,US$ millions,RBI,n,n,growthr,https://www.rbi.org.in/Scripts/Pr_DataRelease.aspx?SectionID=352,62,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2
manuf_ba_conf_pl,"Manufacturing business activity confidence indicator, Poland",Monthly,"diffusion index,  base 0",OECD,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI_BTS_COS/BSCI.DEU+NLD+ITA+CHE+POL.BLSA.M/all?startTime=,63,1,0,0,0,0,1,1,1,1,0,0,5,5,0,0,1,1,2
manuf_ba_conf_ch,"Manufacturing business activity confidence indicator, Switzerland",Monthly,"diffusion index,  base 0",OECD,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI_BTS_COS/BSCI.DEU+NLD+ITA+CHE+POL.BLSA.M/all?startTime=,63,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,2
manuf_ba_conf_de,"Manufacturing business activity confidence indicator, Germany",Monthly,"diffusion index,  base 0",OECD,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI_BTS_COS/BSCI.DEU+NLD+ITA+CHE+POL.BLSA.M/all?startTime=,63,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2
manuf_ba_conf_it,"Manufacturing business activity confidence indicator, Italy",Monthly,"diffusion index,  base 0",OECD,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI_BTS_COS/BSCI.DEU+NLD+ITA+CHE+POL.BLSA.M/all?startTime=,63,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2
manuf_ba_conf_nl,"Manufacturing business activity confidence indicator, Netherlands",Monthly,"diffusion index,  base 0",OECD,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI_BTS_COS/BSCI.DEU+NLD+ITA+CHE+POL.BLSA.M/all?startTime=,63,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2
manuf_emp_fut_de,"Manufacturing employment future tendency, Germany",Monthly,"diffusion index,  base 0",OECD,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI_BTS_COS/BSEMFT.DEU+NLD+ITA.BLSA.M/all?startTime=,64,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2
manuf_emp_fut_it,"Manufacturing employment future tendency, Italy",Monthly,"diffusion index,  base 0",OECD,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI_BTS_COS/BSEMFT.DEU+NLD+ITA.BLSA.M/all?startTime=,64,1,0,0,0,0,1,1,1,0,0,0,0,0,11,11,1,1,2
manuf_emp_fut_nl,"Manufacturing employment future tendency, Netherlands",Monthly,"diffusion index,  base 0",OECD,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI_BTS_COS/BSEMFT.DEU+NLD+ITA.BLSA.M/all?startTime=,64,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2
serv_conf_fr,"Service confidence indicator, France",Monthly,"diffusion index,  base 0",OECD,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI_BTS_COS/BVCI.FRA+NLD.BLSA.M/all?startTime=,65,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
serv_conf_nl,"Service confidence indicator, Netherlands",Monthly,"diffusion index,  base 0",OECD,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI_BTS_COS/BVCI.FRA+NLD.BLSA.M/all?startTime=,65,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
serv_emp_fut_nl,"Service employment future tendency, Netherlands",Monthly,"diffusion index,  base 0",OECD,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI_BTS_COS/BVEMFT.NLD.BLSA.M/all?startTime=,66,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,2
shipfix_de,"Monthly Shipfix Tonnage, Germany",Monthly,tons,Shipfix,n,n,growthr,NA,67,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2
shipfix_nl,"Monthly Shipfix Tonnage, Netherlands",Monthly,tons,Shipfix,n,n,growthr,NA,67,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2
shipfix_cn,"Monthly Shipfix Tonnage, China",Monthly,tons,Shipfix,n,n,growthr,NA,67,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2
shipfix_hk,"Monthly Shipfix Tonnage, Hong Kong",Monthly,tons,Shipfix,n,n,growthr,NA,67,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2
shipfix_us,"Monthly Shipfix Tonnage, USA",Monthly,tons,Shipfix,n,n,growthr,NA,67,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2
shipfix_fr,"Monthly Shipfix Tonnage, France",Monthly,tons,Shipfix,n,n,growthr,NA,67,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2
shipfix_uk,"Monthly Shipfix Tonnage, UK",Monthly,tons,Shipfix,n,n,growthr,NA,67,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2
shipfix_jp,"Monthly Shipfix Tonnage, Japan",Monthly,tons,Shipfix,n,n,growthr,NA,67,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2
shipfix_sg,"Monthly Shipfix Tonnage, Singapore",Monthly,tons,Shipfix,n,n,growthr,NA,67,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2
shipfix_ae,"Monthly Shipfix Tonnage, UAE",Monthly,tons,Shipfix,n,n,growthr,NA,67,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2
ipi_in,"Industrial production index, India",Monthly,tons,MOSPI,n,n,growthr,http://mospi.nic.in/sites/default/files/iip/iipdataMay20.xlsx,68,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
tourists_us,"Tourist arrivals, US",Monthly,persons,ITA,n,n,growthr,https://travel.trade.gov/view/m-2017-I-001/documents/Final%20COR%20Volume.xlsx,69,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
cci_id,"Consumer confidence index, Indonesia",Monthly,NA,BI,n,n,growthr,https://www.bi.go.id/id/publikasi/survei/konsumen/Documents/SK.zip,70,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2
fc_gdp_us,"GDP volume incl. forecasts, United States",Quarterly,constant 2012 US$,OECD,n,y,growthr,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/EO107_INTERNET_1/DEU+JPN+GBR+USA+OTO.GDPV.Q/all?startTime=,71,1,0,0,0,0,1,0,1,0,0,0,0,0,13,13,1,1,2
fc_gdp_jp,"GDP volume incl. forecasts, Japan",Quarterly,constant 2011 Y,OECD,n,y,growthr,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/EO107_INTERNET_1/DEU+JPN+GBR+USA+OTO.GDPV.Q/all?startTime=,71,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2
fc_gdp_de,"GDP volume incl. forecasts, Germany",Quarterly,constant 2015 €,OECD,n,y,growthr,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/EO107_INTERNET_1/DEU+JPN+GBR+USA+OTO.GDPV.Q/all?startTime=,71,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2
fc_gdp_uk,"GDP volume incl. forecasts, United Kingdom",Quarterly,constant 2016 GBP,OECD,n,y,growthr,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/EO107_INTERNET_1/DEU+JPN+GBR+USA+OTO.GDPV.Q/all?startTime=,71,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2
fc_gdp_oecd,"GDP volume incl. forecasts, OECD",Quarterly,constant 2012 US$,OECD,n,y,growthr,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/EO107_INTERNET_1/DEU+JPN+GBR+USA+OTO.GDPV.Q/all?startTime=,71,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2
fc_x_us,"Export volume of goods and services incl. forecasts, United States",Quarterly,constant 2015 US$,OECD,n,y,growthr,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/EO107_INTERNET_1/DEU+JPN+NLD+USA.XGSVD.Q/all?startTime=,72,1,0,1,0,1,0,0,1,0,5,5,0,0,2,2,1,1,2
fc_x_de,"Export volume of goods and services incl. forecasts, Germany",Quarterly,constant 2015 US$,OECD,n,y,growthr,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/EO107_INTERNET_1/DEU+JPN+NLD+USA.XGSVD.Q/all?startTime=,72,1,0,1,0,1,0,0,1,0,0,0,0,0,7,7,1,1,2
fc_x_nl,"Export volume of goods and services incl. forecasts, Netherlands",Quarterly,constant 2015 US$,OECD,n,y,growthr,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/EO107_INTERNET_1/DEU+JPN+NLD+USA.XGSVD.Q/all?startTime=,72,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
fc_x_jp,"Export volume of goods and services incl. forecasts, Japan",Quarterly,constant 2015 US$,OECD,n,y,growthr,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/EO107_INTERNET_1/DEU+JPN+NLD+USA.XGSVD.Q/all?startTime=,72,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
